openalex_id,title,year,type,venue,doi,confidence_tier,attests,bucket,match_reason,matched_probes,matched_anchors,cited_by_count,url,snapshot,fetched_at
W7160414718,日々を数える比丘たち,2026,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.50927/bk00310l057,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7160414718,2026-07,2026-07-28
W4413763811,"A Unique Religious Landscape: Indian-Origin Vocabulary in Om-nāma, a 17th-Century Text in Persian",2025,article,Religions,https://doi.org/10.3390/rel16091111,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4413763811,2026-07,2026-07-28
W4414295969,A cross-sectional survey evaluating gender discrimination among male and female medical students belonging to various medical colleges across all provinces of Pakistan,2025,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-7459206/v1,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4414295969,2026-07,2026-07-28
W4417146670,An Evaluation of the Electromagnetic Radiation Levels of Tbilisi School Environments Using Direct Measurements,2025,article,Engineering Technology & Applied Science Research,https://doi.org/10.48084/etasr.13256,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4417146670,2026-07,2026-07-28
W4412580572,"Analysis of Gender Discrimination in the Academic Environment: Frequency, Forms, and Student Perspectives",2025,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-7165310/v1,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4412580572,2026-07,2026-07-28
W4411324568,Bahala na si Bathala: Isang Pagsusuri ng mga Nabuong Diskurso at Pagpapakahulugan sa Konseptong “Bahala na”,2025,article,International Journal on Culture History and Religion,https://doi.org/10.63931/ijchr.v7i1.82,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl,,0,https://openalex.org/W4411324568,2026-07,2026-07-28
W4411206873,Community Perceptions of Accessing Surgical and Anesthetic Care in Rural Guatemala: A Cross-Sectional Survey,2025,article,Cureus,https://doi.org/10.7759/cureus.85783,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4411206873,2026-07,2026-07-28
W7117788187,Comparative Analysis and Mitigation of Extremely Low Frequency (ELF) Magnetic Field Exposure from Smartphone Internal,2025,article,Jurnal Elektronika dan Telekomunikasi,https://doi.org/10.55981/jet.781,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W7117788187,2026-07,2026-07-28
W4417278263,Desigualdade de gênero na educação médica: barreiras enfrentadas pelas estudantes e profissionais brasileiras,2025,article,Interface - Comunicação Saúde Educação,https://doi.org/10.1590/interface.250172,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4417278263,2026-07,2026-07-28
W4413249049,Dinacharya vs ideal circadian rhythm,2025,article,International Journal of Physiology Sports and Physical Education,https://doi.org/10.33545/26647710.2025.v7.i2b.146,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4413249049,2026-07,2026-07-28
W4406733078,Disparities of women’s authorship in Colombia: A cross-sectional analysis,2025,article,PLOS Global Public Health,https://doi.org/10.1371/journal.pgph.0003972,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,3,https://openalex.org/W4406733078,2026-07,2026-07-28
W4406027724,Gender disparities in application and admission to the medical residency program in Peru: A cross sectional study from 2016 to 2023,2025,article,PLoS ONE,https://doi.org/10.1371/journal.pone.0316859,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4406027724,2026-07,2026-07-28
W4410117559,How Well Are Women Represented in Authorship in HEOR? An Analysis of Value in Health: An ISPOR Report,2025,article,Value in Health,https://doi.org/10.1016/j.jval.2025.02.006,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4410117559,2026-07,2026-07-28
W4414789302,"Impacto da implantação de um serviço de referência em fissuras labiopalatinas no Pará, por meio da análise de resultados de palatoplastias primárias",2025,dissertation,Universidade de São Paulo,https://doi.org/10.11606/t.5.2025.tde-03102025-152527,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4414789302,2026-07,2026-07-28
W4416539631,Konarak structure stabilising c. 1903-09: Conservation &amp; engineering heritage story,2025,article,International Journal of History,https://doi.org/10.22271/27069109.2025.v7.i11b.569,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4416539631,2026-07,2026-07-28
W4415904512,Less Known Aspects of Freedom Movement Odisa c. 1804 - 1945,2025,article,International Journal of History and Cultural Studies,https://doi.org/10.20431/2454-7654.1103001,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4415904512,2026-07,2026-07-28
W7145868447,"Old Uyghur Inscriptions in Cave 138 and Cave 444 of the Mogao Grottoes, Dunhuang",2025,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7145868447,2026-07,2026-07-28
W4411434450,Risk Appraisal and Protection Against the Adverse Effects of Electromagnetic Fields on Living Tissues and Near-Tissues Health Devices,2025,article,Smart Wearable Technology,https://doi.org/10.47852/bonviewswt52025846,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,4,https://openalex.org/W4411434450,2026-07,2026-07-28
W4410969413,Rosary as Artifact: From Religious Symbolism to Scientific Implications,2025,article,MEΘEXIS Journal of Research in Values and Spirituality,https://doi.org/10.71210/mjrvs.8.a.2,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,1,https://openalex.org/W4410969413,2026-07,2026-07-28
W4413241886,Standardization Of Aaturahasta Prasrita Pramana Of Vasti- An Observational Study,2025,article,International Journal of Environmental Sciences,https://doi.org/10.64252/np0rh322,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4413241886,2026-07,2026-07-28
W4416230290,"О грамоте Панчен-ламы Лобсанг Еше, данной калмыкам",2025,article,Монголоведение (Монгол судлал),https://doi.org/10.22162/2500-1523-2025-2-235-253,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4416230290,2026-07,2026-07-28
W7143702258,サンスクリット語文法ノート(18) : 複合語の連声,2025,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/0002013402,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,,0,https://openalex.org/W7143702258,2026-07,2026-07-28
W7164260225,現生正定聚と浄土の慈悲（三）──「真実証」としての『歎異抄』第四章──,2025,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7164260225,2026-07,2026-07-28
W7155539481,,2024,paratext,African Journal of Biomedical Research,https://doi.org/10.69980/ajbr.v27i1.9403,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7155539481,2026-07,2026-07-28
W4404852054,Brazilian authorship gender trends on academic surgery: a bigdata analysis,2024,article,Acta Cirúrgica Brasileira,https://doi.org/10.1590/acb397724,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4404852054,2026-07,2026-07-28
W4405256873,COVID-19 Trends in a Northeastern Brazilian State from the Start of the Pandemic: Exploring an Alternative Time Series Method,2024,article,COVID,https://doi.org/10.3390/covid4120138,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,2,https://openalex.org/W4405256873,2026-07,2026-07-28
W4393952573,Closing the gender authorship gap,2024,article,Endoscopy,https://doi.org/10.1055/a-2292-9227,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4393952573,2026-07,2026-07-28
W4400125535,"Conceptual study of Marmabhigata WSR to Head, Neck, Upper and Lower Extremity",2024,article,International journal of Indian medicine,https://doi.org/10.55552/ijim.2024.5101,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4400125535,2026-07,2026-07-28
W4402208415,"Environmentally friendly Miyaura Borylations allowing for green, 1-pot borylation/Suzuki–Miyaura couplings",2024,article,Green Chemistry,https://doi.org/10.1039/d4gc03115f,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,9,https://openalex.org/W4402208415,2026-07,2026-07-28
W4404443870,Fachkräftemigration – Pflegenotstand – Nächstenliebe,2024,book,,https://doi.org/10.1007/978-3-658-46082-2,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd;mw-full,,0,https://openalex.org/W4404443870,2026-07,2026-07-28
W4402859616,Gender and Authorship in Annals of Surgery: A nineteen-year review including the pandemic,2024,article,Annals of Surgery Open,https://doi.org/10.1097/as9.0000000000000491,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4402859616,2026-07,2026-07-28
W4393365002,Gender-Related Disparities Among Vascular Surgeons in Italy: Results from a Cross-Sectional Survey,2024,article,Annals of Vascular Surgery,https://doi.org/10.1016/j.avsg.2024.01.003,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,7,https://openalex.org/W4393365002,2026-07,2026-07-28
W4405854097,Geospatial Access to Emergency Obstetric Surgery in Indonesia: Is Travel Time for Access Too Long?,2024,article,Annals of Global Health,https://doi.org/10.5334/aogh.4598,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4405854097,2026-07,2026-07-28
W4398155998,Global Cardiac Surgery in Brazil: A Call to Action,2024,article,Brazilian Journal of Cardiovascular Surgery,https://doi.org/10.21470/1678-9741-2023-0408,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4398155998,2026-07,2026-07-28
W4404651017,Perception of Medical Students Regarding Gender Discrimination in Their Learning Environment,2024,article,Esculapio,https://doi.org/10.51273/esc24.25132022,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4404651017,2026-07,2026-07-28
W4400929224,"Prasasti Tanduk dari Mendapo Rawang Kerinci: Genealogi, Migrasi, dan Relasi Leluhur Orang Kerinci",2024,article,AMERTA,https://doi.org/10.55981/amt.2024.2945,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4400929224,2026-07,2026-07-28
W4406929840,Prexaspes is the Ionic rendering of the Old Iranian *Para.wakhsh.aspa,2024,article,Onoma,https://doi.org/10.34158/onoma.59/2024/13,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4406929840,2026-07,2026-07-28
W4402411458,QUALIDADE DA INFORMAÇÃO CONTÁBIL NA PANDEMIA,2024,article,Revista Mineira de Contabilidade,https://doi.org/10.51320/rmc.v25i2.1560,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4402411458,2026-07,2026-07-28
W4403068363,Semantic Role Analysis of Provocative Political Discourse: A Case Study on Netanyahu’s UN Address on 22nd September 2023,2024,article,مجلة بحوث کلية الآداب جامعة المنوفية,https://doi.org/10.21608/sjam.2024.321278.2448,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4403068363,2026-07,2026-07-28
W4402229176,Shifts in Paediatric Road Trauma Dynamics Pre- vs. Post-COVID-19 Lockdown: Insights from a Major Trauma Centre,2024,article,Journal of Epidemiology and Global Health,https://doi.org/10.1007/s44197-024-00295-5,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,4,https://openalex.org/W4402229176,2026-07,2026-07-28
W4392447227,Spots and Stripes: An Investigation into the Representations of the Hyena in Ancient India,2024,article,Acta Orientalia,https://doi.org/10.1556/062.2023.00373,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4392447227,2026-07,2026-07-28
W4405910964,THE INDUS ELEPHANT SEALS The Royal Terminology of The Indus Valley Civilization,2024,preprint,Authorea Inc.,https://doi.org/10.22541/au.173557602.29117770/v1,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ap90-title;cdsd;mw-full,,0,https://openalex.org/W4405910964,2026-07,2026-07-28
W4394844921,Определение регулярных фонетических соответствий карельской диалектной речи. Консонантизм,2024,article,Ural-Altaic Studies,https://doi.org/10.37892/2500-2902-2024-52-1-42-85,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,3,https://openalex.org/W4394844921,2026-07,2026-07-28
W7145838991,〈翻訳・訳注〉古ジャワ金言集Sārasamuccaya訳注研究（7）,2024,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7145838991,2026-07,2026-07-28
W7164274519,ヴィヴェーカ・チューダーマニ（二一二—三四一）─ 不二一元という生き方─,2024,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7164274519,2026-07,2026-07-28
W4386780340,An Anatomical Exploration of Kukundra Marma,2023,article,International Journal for Research in Applied Science and Engineering Technology,https://doi.org/10.22214/ijraset.2023.55715,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4386780340,2026-07,2026-07-28
W4386121772,An Exposimetric Electromagnetic Comparison of Mobile Phone Emissions: 5G versus 4G Signals Analyses by Means of Statistics and Convolutional Neural Networks Classification,2023,article,Technologies,https://doi.org/10.3390/technologies11050113,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,9,https://openalex.org/W4386121772,2026-07,2026-07-28
W4385662737,An Investigation of Gender Representation and Collaboration in Academic Plastic Surgery Research,2023,article,Plastic Surgery,https://doi.org/10.1177/22925503231190928,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4385662737,2026-07,2026-07-28
W4321009719,An Overview of Gulma and its Relation to Gallbladder Cancer,2023,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.7571348,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsl;mw-full,,1,https://openalex.org/W4321009719,2026-07,2026-07-28
W4321349679,"Analysis of gender representation, authorship inflation, and institutional affiliation in abstract acceptance: a 5-year study",2023,article,Global Surgical Education - Journal of the Association for Surgical Education,https://doi.org/10.1007/s44186-023-00105-9,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,2,https://openalex.org/W4321349679,2026-07,2026-07-28
W4389235581,Complications of elective total thyroidectomies impacted by the COVID-19 pandemic: a retrospective cohort study,2023,article,Archives of Head and Neck Surgery,https://doi.org/10.4322/ahns.2023.0013,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4389235581,2026-07,2026-07-28
W4387008638,Disparities of Female Authorship in Colombia: A 5-year Cross-sectional Analysis,2023,preprint,medRxiv,https://doi.org/10.1101/2023.09.22.23295823,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4387008638,2026-07,2026-07-28
W4323338488,Dominance of Smartphone Exposure in 5G Mobile Networks,2023,article,IEEE Transactions on Mobile Computing,https://doi.org/10.1109/tmc.2023.3252662,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,16,https://openalex.org/W4323338488,2026-07,2026-07-28
W4389385554,EVALUATION OF THE EM FIELD EXPOSURE IN THE RANGE OF 4G FREQUENCIES IN THE LABORATORY ENVIRONMENT,2023,article,Computer Design Systems Theory and Practice,https://doi.org/10.23939/cds2023.01.082,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4389385554,2026-07,2026-07-28
W4313593515,Estimating the health impact of delayed elective care during the COVID -19 pandemic in the Netherlands,2023,article,Social Science & Medicine,https://doi.org/10.1016/j.socscimed.2023.115658,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,30,https://openalex.org/W4313593515,2026-07,2026-07-28
W4378213491,Exploring the distribution of risk factors for drop-out from Ponseti treatment for clubfoot across Bangladesh using geospatial cluster analysis,2023,article,Geospatial health,https://doi.org/10.4081/gh.2023.1174,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,0,https://openalex.org/W4378213491,2026-07,2026-07-28
W4386527402,"Geospatial mapping of surgical systems for earthquake emergency planning in Guerrero, Mexico: an ecological study",2023,article,The Lancet Regional Health - Americas,https://doi.org/10.1016/j.lana.2023.100586,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4386527402,2026-07,2026-07-28
W7139665354,"La violence érotique ou le match amoureux, dans Shakuntala, Le Songe d’une nuit d’été et Comme tu me veux",2023,conference-paper,HAL (Le Centre pour la Communication Scientifique Directe),,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7139665354,2026-07,2026-07-28
W4385252732,Looking beyond workforce parity: addressing gender inequity in pathology,2023,article,Pathology,https://doi.org/10.1016/j.pathol.2023.07.002,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,4,https://openalex.org/W4385252732,2026-07,2026-07-28
W4366548217,Notes,2023,paratext,Hailing the State,https://doi.org/10.1215/9781478023395-010,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4366548217,2026-07,2026-07-28
W4394835549,PENDIDIKAN ĀTMAVIDYĀ SEBAGAI METODE PENGENDALIAN DIRI DALAM MENGHADAPI REVOLUSI INDUSTRI 4.0,2023,article,JAPAM (Jurnal Pendidikan Agama),https://doi.org/10.25078/japam.v3i02.2431,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,W3192303795,1,https://openalex.org/W4394835549,2026-07,2026-07-28
W4389903789,Shades of whiteness,2023,article,Approaching Religion,https://doi.org/10.30664/ar.131412,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,2,https://openalex.org/W4389903789,2026-07,2026-07-28
W4313894805,The 5G-FR1 Signals: Beams of the Phased Antennas Array and Time-Recurrence of Emissions with Consequences on Human Exposure,2023,article,Electronics,https://doi.org/10.3390/electronics12020297,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,3,https://openalex.org/W4313894805,2026-07,2026-07-28
W4386478419,Unveiling the Energetic Nexus: A Comprehensive Study of Kshipra Marma,2023,article,International Journal for Research in Applied Science and Engineering Technology,https://doi.org/10.22214/ijraset.2023.55625,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W4386478419,2026-07,2026-07-28
W4391017538,Определение регулярных фонетических соответствий карельской диалектной речи. Вокализм,2023,article,Ural-Altaic Studies,https://doi.org/10.37892/2500-2902-2023-50-3-56-96,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,2,https://openalex.org/W4391017538,2026-07,2026-07-28
W7145251519,ヘンリー・フォールズ『ニッポン滞在の9年間 -日本の生活と仕来りの概観-』［第16章］,2023,article,Institutional Repositories DataBase (IRDB),,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,0,https://openalex.org/W7145251519,2026-07,2026-07-28
W7144333740,初期新ニヤーヤ学派シャシャダラの非存在論（2） : 『ニヤーヤ・シッダーンタ・ディーパ』におけるシャシャダラの確定説,2023,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.18999/jouhunu.6.189,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7144333740,2026-07,2026-07-28
W7144224097,印欧語比較言語学による喉音を想定した韻律復元に基づく『リグ・ヴェーダ』の詩人家系間の言語変種同定,2023,dissertation,Institutional Repositories DataBase (IRDB),https://doi.org/10.15083/0002011190,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,,0,https://openalex.org/W7144224097,2026-07,2026-07-28
W4320059348,Bibliography,2022,paratext,A South Indian Digest of Commentaries on the &lt;i&gt;Nyāyasūtra&lt;/i&gt;,https://doi.org/10.1163/9789004535282_009,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd,,0,https://openalex.org/W4320059348,2026-07,2026-07-28
W4385292808,Bibliography,2022,paratext,Theatre and Its Other,https://doi.org/10.1163/9789004467057_010,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4385292808,2026-07,2026-07-28
W4286214708,Fabrication of Nāmya: A Bend and Touch-Sensitive Flexible Smartphone-Sized Prototype,2022,article,Human Behavior and Emerging Technologies,https://doi.org/10.1155/2022/1205420,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title;mw-full,,2,https://openalex.org/W4286214708,2026-07,2026-07-28
W4293190919,Is authorship by women in Brazilian academic surgery increasing? A five-year retrospective analysis,2022,article,PLOS Global Public Health,https://doi.org/10.1371/journal.pgph.0000294,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,9,https://openalex.org/W4293190919,2026-07,2026-07-28
W4285164924,Kapitel 8: Angewandte und insbesondere Medizinische Chemie in Tübingen,2022,book-chapter,Physiologische Chemie. Das Leben Felix Hoppe-Seylers,https://doi.org/10.1007/978-3-662-62002-1_8,C0,print,external,fails domain gate (no Indological/lexicographic signal),pw-title,,0,https://openalex.org/W4285164924,2026-07,2026-07-28
W4290565884,Polarization Effect Assessment of Sub-6 GHz Frequencies on Adult and Child Four-Layered Head Models,2022,article,Engineering Technology & Applied Science Research,https://doi.org/10.48084/etasr.5096,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,4,https://openalex.org/W4290565884,2026-07,2026-07-28
W4213097906,Social Media in Health Studies: A Systematic Review of Comparative Learning Methods,2022,review,International Journal of Environmental Research and Public Health,https://doi.org/10.3390/ijerph19042205,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,15,https://openalex.org/W4213097906,2026-07,2026-07-28
W4296182804,THE JALALABAD INDUS SEAL ITS ICONOGRAPHY AND TEXT INTERPRETS LEPROSY AND ITS TREATMENT,2022,preprint,,https://doi.org/10.31219/osf.io/rmwdh,C0,digital,external,fails domain gate (no Indological/lexicographic signal),cdsd;mw-full,,0,https://openalex.org/W4296182804,2026-07,2026-07-28
W4313327968,The Impact of COVID-19 on Burns: A Brazilian Study,2022,article,European Burn Journal,https://doi.org/10.3390/ebj4010001,C0,digital,external,fails domain gate (no Indological/lexicographic signal),ambuda,,1,https://openalex.org/W4313327968,2026-07,2026-07-28
W7143668583,伽藍と帝網 : 現代資本主義への仏教的展望,2022,article,Institutional Repositories DataBase (IRDB),https://doi.org/10.69200/0002020484,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W7143668583,2026-07,2026-07-28
W3214331479,A Translation and Study of Chán Master Jìngxiū’s 淨修禪師 Preface to the Zǔtáng jí 祖堂集,2021,article,Religions,https://doi.org/10.3390/rel12110974,C0,digital,external,fails domain gate (no Indological/lexicographic signal),,W3192303795,2,https://openalex.org/W3214331479,2026-07,2026-07-28
W4252954166,How the health of contemporary hunter-gatherers is a victim of ‘civic-colonial’ policies and politics?,2021,preprint,,https://doi.org/10.31235/osf.io/sczmx,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W4252954166,2026-07,2026-07-28
W4200140232,Irrigated Gardens of the Indus River Basin: Toward a Cultural Model for Water Resource Management,2021,book-chapter,Hydrohumanities: Water Discourse and Environmental Futures,https://doi.org/10.1525/luminos.115.m,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,4,https://openalex.org/W4200140232,2026-07,2026-07-28
W3170280958,Karahanlı Türkçesi Metinlerinde Manihaist ve Budist Çevreye Ait Bazı Sözcükler,2021,article,Türkiyat Mecmuası / Journal of Turkology,https://doi.org/10.26650/iuturkiyat.910599,C0,print,external,fails domain gate (no Indological/lexicographic signal),mw-full,,3,https://openalex.org/W3170280958,2026-07,2026-07-28
W3217186068,Odra: Naval and Merchant Vessels (Maritime science heritage: Sanatan Nau vigyan: Select discussions),2021,article,Maritime Technology and Research,https://doi.org/10.33175/mtr.2022.253758,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3217186068,2026-07,2026-07-28
W3149311592,STUDY OF ANATOMICAL ASPECTS KUKUNDARA MARMA- A REVIEW ARTICLE,2021,article,Journal of Bio Innovation,https://doi.org/10.46344/jbino.2021.v10i02.08,C0,print,external,fails domain gate (no Indological/lexicographic signal),ap90-title,,0,https://openalex.org/W3149311592,2026-07,2026-07-28
